review_text;target
"К компу подключились без проблем.
В микрофон меня слышно хорошо, ""уши"" сидят удобно.
Есть возможность регулировки на голове по размеру.
Наушниками довольна.
Для ведения переговоров вполне подойдут.";praise
Честно говоря не особо понравились.... Звук в наушниках глухой и придавленный... Микрофон голос как-то по дурацки искажает. Наушники достаточно сильно давят на голову.;praise
звук отличный!;quality_complaint
Нормально. Всё для дела и ничего лишнего. Для занятий и общения по гарнитуре через компьютер - оптимально.;praise
хорошие удобные микрофон отличный, звук нормальный;praise
Для логитек — плохое шумоподавление в микро. Имею другие, более простые уши сотой серии, и их микрофон в разы лучше, чем у этих.;praise
Оптимальный вариант для компьютера.;quality_complaint
Наушники хорошие. Качественный звук;praise
Наушники не плохие, слышно хорошо, звук передает тоже хорошо;quality_complaint
Всё хорошо, но отказался работать с kvm. Позже увидела в описании на оф сайте, что через usb накопители могут не работать;praise
Супер;praise
Хорошее качество. Рекомендую.;praise
Отличные наушники;praise
Работают хорошо;praise
Шикарный микрофон. Хороший звук. Я всем довольна.;praise
Первое впечатление классное, звук чистый и в микрофоне и в наушниках;praise
Совсем не то что я ожидала, видела оригинальную упаковку, а это что. Надеюсь хоть работать будут, разочарована, не то слово;praise
Прекрасная гарнитура;quality_complaint
Класс;praise
Микрофон Шикарный! Чувствительность 30 D!!!!!!!!!!;praise
Хорошая гарнитура, покупал уже вторую данной модели, у предыдущей кабель был подлиннее, но это не критично, предыдущая прослужила с 2020 года сломалась при перевозке, а так еще бы поработала;praise
Давит уши.;praise
"Отличные наушники для работы.
Хороший микро. Чистый звук.
Спасибо";praise
Хорошая гарнитура для работы, ушам комфортно, мягкая, не жмет, определяется быстро и без проблем;praise
Купил вторые уже - очень качественный звук и микрофон;praise
Работают исправно.;praise
Товар пришел с браком, царапины по всей поверхности,  ;quality_complaint
Куртка промокает под дождем, хотя обещали водонепроницаемость,  ;quality_complaint
Телефон разряжается за 2 часа, батарея держит ужасно,  ;quality_complaint
Кроссовки развалились после недели носки,  ;quality_complaint
Краска с одежды линяет при первой стирке,  ;quality_complaint
Ноутбук перегревается и выключается сам по себе,  ;quality_complaint
Наушники хрипят и трещат при любом уровне громкости,  ;quality_complaint
Джинсы сели после стирки, хотя должны были быть pre-shrunk,  ;quality_complaint
Зарядное устройство сломалось через 3 дня использования,  ;quality_complaint
Обувь натирает, невозможно носить,  ;quality_complaint
Подушка быстро сбилась в комки, спать неудобно,  ;quality_complaint
Микроволновка греет неравномерно, еда остаётся холодной,  ;quality_complaint
Чайник протекает, пользоваться опасно,  ;quality_complaint
Ручка у сумки оторвалась в первый же день,  ;quality_complaint
Кофеварка не включается, брак на производстве,  ;quality_complaint
Ковер линяет, оставляет следы на полу,  ;quality_complaint
Блендер не справляется даже с мягкими фруктами,  ;quality_complaint
Шампунь вызывает раздражение кожи, хотя обещали гипоаллергенность,  ;quality_complaint
Клавиатура залипает, буквы печатаются по несколько раз,  ;quality_complaint
Пылесос не всасывает пыль, только разгоняет её,  ;quality_complaint
Куртка пахнет химией, запах не выветривается,  ;quality_complaint
Мяч спустил после первого использования,  ;quality_complaint
Горшок для цветов треснул от обычной воды,  ;quality_complaint
Футболка выцвела после первой стирки,  ;quality_complaint
Мышь двойным кликает, хотя новая,  ;quality_complaint
Книга пришла с порванными страницами,  ;quality_complaint
Держатель для телефона не держит, падает,  ;quality_complaint
Лампа мигает и раздражает глаза,  ;quality_complaint
Кресло скрипит при каждом движении,  ;quality_complaint
Бальзам для губ сушит ещё сильнее,  ;quality_complaint
Весы показывают разный вес при каждом взвешивании,  ;quality_complaint
Кольцо потемнело через два дня ношения,  ;quality_complaint
Гель для душа не пенится, как вода,  ;quality_complaint
Сковорода пригорает, хотя антипригарная,  ;quality_complaint
Куртка слишком мала, размер не соответствует маркировке,  ;quality_complaint
Зубная щетка сломалась через неделю,  ;quality_complaint
Плед колется, невозможно укрываться,  ;quality_complaint
Термос не держит тепло, вода остывает за час,  ;quality_complaint
Рюкзак неудобный, лямки врезаются в плечи,  ;quality_complaint
Кастрюля потемнела после первого использования,  ;quality_complaint
Духи выдыхаются за полчаса,  ;quality_complaint
Коврик для йоги скользит, невозможно заниматься,  ;quality_complaint
Монитор мерцает, глаза быстро устают,  ;quality_complaint
Кепка не регулируется, сидит слишком плотно,  ;quality_complaint
Сумка пришла с неприятным запахом плесени,  ;quality_complaint
Фен сильно шумит и пахнет горелым,  ;quality_complaint
Браслет окислился и оставил следы на коже,  ;quality_complaint
Ланч-бокс негерметичный, протекает,  ;quality_complaint
Смарт-часы показывают неверное время,  ;quality_complaint
Матрас слишком жесткий, как спать на полу  ;quality_complaint
Пришла посылка с отсутствующими деталями, собрать невозможно,  ;quality_complaint
Утюг не отпаривает, только разбрызгивает воду,  ;quality_complaint
Блендер сломался при первом же использовании,  ;quality_complaint
Кроссовки натирают до мозолей, никакого комфорта,  ;quality_complaint
Наручные часы отстают на 10 минут в день,  ;quality_complaint
Куртка сильно линяет, испортила всю одежду в стирке,  ;quality_complaint
Кошелек расклеился через неделю ношения,  ;quality_complaint
Смартфон не заряжается, видимо, бракованный разъём,  ;quality_complaint
Кресло-качалка скрипит так, что невозможно расслабиться,  ;quality_complaint
Зубная паста вызывает жжение, хотя написано 'для чувствительных зубов',  ;quality_complaint
Фонарик тусклый, даже в темноте почти ничего не видно,  ;quality_complaint
Джинсы порвались по шву после двух носок,  ;quality_complaint
Миска для собаки треснула от горячей воды,  ;quality_complaint
Гитара расстроена и не держит строй,  ;quality_complaint
Подушка с 'эффектом памяти' стала плоской за месяц,  ;quality_complaint
Беспроводные наушники отключаются сами по себе,  ;quality_complaint
Коврик для мыши скользит по столу, бесполезен,  ;quality_complaint
Соковыжималка застревает даже на мягких фруктах,  ;quality_complaint
Рюкзак промокает под легким дождем,  ;quality_complaint
Клавиши ноутбука западают, печатать невозможно,  ;quality_complaint
Лампа перегорела в первый же день,  ;quality_complaint
Краска для волос дала совсем не тот оттенок,  ;quality_complaint
Термокружка не держит тепло, как обычный стакан,  ;quality_complaint
Держатель для телефона в машине отваливается на кочках,  ;quality_complaint
Бритва сильно раздражает кожу, хотя обещали 'мягкое бритье',  ;quality_complaint
Качели для дачи скрипят и шатаются, страшно сажать ребенка,  ;quality_complaint
Шампунь не промывает волосы, ощущение плёнки,  ;quality_complaint
Будильник не звенит, проспал на работу,  ;quality_complaint
Сковорода искривилась на плите и теперь не греет равномерно,  ;quality_complaint
Кепка выцвела после первого выхода на солнце,  ;quality_complaint
Ковер оставляет ворс по всему полу,  ;quality_complaint
Монокль для телефона не увеличивает изображение,  ;quality_complaint
Бальзам после бритья жжёт кожу,  ;quality_complaint
Сумка-холодильник не держит холод даже час,  ;quality_complaint
Набор кастрюль потемнел после первой готовки,  ;quality_complaint
Смарт-браслет считает шары неправильно, +30% погрешность,  ;quality_complaint
Детский конструктор с острыми краями, опасно для ребёнка,  ;quality_complaint
Блокнот бумага просвечивает, писать неудобно,  ;quality_complaint
Гантели красятся, пачкают руки,  ;quality_complaint
Чехол для телефона не подходит, хотя заказывал по модели,  ;quality_complaint
Стол для ноутбука шатается, невозможно работать,  ;quality_complaint
Кухонные весы врут на 50 грамм,  ;quality_complaint
Бутылка для воды протекает в сумке,  ;quality_complaint
Очки для плавания запотевают через минуту,  ;quality_complaint
Мягкая игрушка линяет при контакте с водой,  ;quality_complaint
Футболка растянулась после стирки,  ;quality_complaint
Зонт вывернулся от легкого ветра,  ;quality_complaint
Гель для душа оставляет чувство липкости,  ;quality_complaint
Держатель для полотенец отвалился от стены,  ;quality_complaint
Беспроводная зарядка греет телефон, но не заряжает  ;quality_complaint
Миксер начал дымиться при включении на второй скорости,  ;quality_complaint
Очки с антибликовым покрытием дают радужные блики,  ;quality_complaint
Детские санки сломались на первой горке,  ;quality_complaint
Куртка с подогревом не греет, хотя батарея новая,  ;quality_complaint
Беспроводная мышка тормозит и теряет соединение,  ;quality_complaint
Шампунь для объема наоборот сделал волосы жирными,  ;quality_complaint
Электрическая зубная щетка вибрирует, но не чистит,  ;quality_complaint
Силиконовая форма для выпечки прилипает к маффинам,  ;quality_complaint
Беговая дорожка скрипит на скорости выше 5 км/ч,  ;quality_complaint
Умная колонка не понимает 30% команд,  ;quality_complaint
Спрей от комаров не отпугивает даже мух,  ;quality_complaint
Лыжи плохо скользят, будто намерзло,  ;quality_complaint
Костюм для плавания растянулся после двух заплывов,  ;quality_complaint
Экран планшета мерцает при низкой яркости,  ;quality_complaint
Грабли сломались от сухих листьев,  ;quality_complaint
Крем для обуви оставляет белые разводы,  ;quality_complaint
Беспроводные наушники разряжаются за час,  ;quality_complaint
Роликовые коньки плохо фиксируют голеностоп,  ;quality_complaint
Электрический чайник отключается до закипания,  ;quality_complaint
Детская коляска застревает на малейшей неровности,  ;quality_complaint
Фитнес-браслет считает сон, когда просто сидишь,  ;quality_complaint
Перчатки для сенсорных экранов не работают,  ;quality_complaint
Сумка для ноутбука не защищает от ударов,  ;quality_complaint
Коврик для ванной скользит по полу,  ;quality_complaint
Велосипедный звонок еле слышно,  ;quality_complaint
Молочник подгорает даже на слабом огне,  ;quality_complaint
Будильник в телефоне срабатывает на час позже,  ;quality_complaint
Лопата для снега гнется под небольшим весом,  ;quality_complaint
Сушилка для обуви не справляется с запахом,  ;quality_complaint
Кабель для зарядки перегревается,  ;quality_complaint
Рюкзак без дна — вещи выпадают,  ;quality_complaint
Гирлянда половиной лампочек не работает,  ;quality_complaint
Держатель для документов не держит даже лист А4,  ;quality_complaint
Термометр для воды врет на 5 градусов,  ;quality_complaint
Детский рюкзак без карманов — неудобно,  ;quality_complaint
Крепление для телефона на велосипед не держит,  ;quality_complaint
Светящиеся шнурки светят 10 минут,  ;quality_complaint
Корм для рыбок мутит воду,  ;quality_complaint
Футболка с принтом полиняла после стирки,  ;quality_complaint
Складной стул защемил палец при раскладывании,  ;quality_complaint
Губная помада сушит губы,  ;quality_complaint
Сетевой фильтр искрит при включении,  ;quality_complaint
Детский горшок неустойчивый, опрокидывается,  ;quality_complaint
Блок питания гудит как холодильник,  ;quality_complaint
Ручка двери отвалилась через неделю,  ;quality_complaint
Коврик для йоги впитывает пот и пахнет,  ;quality_complaint
Клавиатура для планшета не подключается,  ;quality_complaint
Лейка для душа течет в местах соединения,  ;quality_complaint
Солнцезащитные очки царапаются от ткани,  ;quality_complaint
Чехол для наушников рвется по швам  ;quality_complaint
Фен начал пахнуть горелым при первом включении,  ;quality_complaint
Кроссовки скользят на мокром асфальте, чуть не упал,  ;quality_complaint
Зарядное устройство искрит при подключении,  ;quality_complaint
Джинсы выцвели после первой стирки, хотя обещали стойкий цвет,  ;quality_complaint
Экран планшета покрылся полосами через неделю использования,  ;quality_complaint
Лейка для душа забивается известковым налетом за 2 дня,  ;quality_complaint
Детский конструктор сломался при попытке собрать,  ;quality_complaint
Кофта растянулась и потеряла форму после носки,  ;quality_complaint
Беспроводные наушники теряют звук при повороте головы,  ;quality_complaint
Кухонные весы показывают разный вес для одного продукта,  ;quality_complaint
Ручка у чемодана отломалась при первом подъеме,  ;quality_complaint
Крем для лица вызвал сильное раздражение,  ;quality_complaint
Гриль не нагревается до заявленной температуры,  ;quality_complaint
Сумка для ноутбука не защищает от ударов - техника билась внутри,  ;quality_complaint
Смарт-часы разряжаются за 3 часа без использования,  ;quality_complaint
Ламинат вздулся от небольшой пролитой воды,  ;quality_complaint
Молния на куртке расходится сама по себе,  ;quality_complaint
Электрический чайник кипятит воду 10 минут вместо 3,  ;quality_complaint
Ковер линяет и красит носки,  ;quality_complaint
Бритва не бреет, только раздражает кожу,  ;quality_complaint
Держатель для телефона в машине падает на каждой кочке,  ;quality_complaint
Термос держит тепло всего 2 часа,  ;quality_complaint
Блендер не измельчает лед, как было заявлено,  ;quality_complaint
Стул начал скрипеть на второй день,  ;quality_complaint
Футболка села на два размера после стирки,  ;quality_complaint
Мышь для ПК двойно кликает сама по себе,  ;quality_complaint
Увлажнитель воздуха шумит как трактор,  ;quality_complaint
Детская коляска не складывается, как было показано в рекламе,  ;quality_complaint
Зубная щетка разряжается за 2 чистки,  ;quality_complaint
Чехол для телефона пожелтел за неделю,  ;quality_complaint
Набор кастрюль потемнел после первого использования,  ;quality_complaint
Беспроводная колонка хрипит на высокой громкости,  ;quality_complaint
Лыжные ботинки натирают ногу до крови,  ;quality_complaint
Шампунь оставляет ощущение липкости на волосах,  ;quality_complaint
Гитара пришла с трещиной на деке,  ;quality_complaint
Будильник на телефоне срабатывает на час позже установленного,  ;quality_complaint
Перчатки для сенсорных экранов не работают,  ;quality_complaint
Клавиатура печатает лишние символы,  ;quality_complaint
Лампа перегорает каждый месяц,  ;quality_complaint
Дождевик промокает под легким дождем,  ;quality_complaint
Детская кроватка шатается при малейшем движении,  ;quality_complaint
Беспроводной наушник левый перестал работать через день,  ;quality_complaint
Краска для волос дала зеленый оттенок вместо каштанового,  ;quality_complaint
Сковорода искривилась дном и не греет равномерно,  ;quality_complaint
Ручка у кастрюли нагревается так, что невозможно брать,  ;quality_complaint
Кепка не держит форму после стирки,  ;quality_complaint
Спрей от комаров не отпугивает даже мух,  ;quality_complaint
Коврик для мыши скользит по столу,  ;quality_complaint
Блок питания ноутбука перегревается и пахнет пластмассой,  ;quality_complaint
Джинсы порвались по шву при первом приседании  ;quality_complaint
Смартфон перегревается при зарядке до опасных температур,;quality_complaint
Беспроводные наушники разряжаются за 30 минут музыки,;quality_complaint
Экран планшета желтеет по краям через месяц использования,;quality_complaint
Телефон самопроизвольно выключается при 20% заряда,;quality_complaint
Наушники TWS левый перестал работать через неделю,;quality_complaint
Сенсор планшета не реагирует на касания в углах,;quality_complaint
Аккумулятор телефона раздулся через полгода,;quality_complaint
Bluetooth-наушники постоянно теряют соединение,;quality_complaint
Камера смартфона мылит при малейшем движении,;quality_complaint
Планшет тормозит даже при просмотре видео,;quality_complaint
Гарнитура шумит в режиме разговора,;quality_complaint
Телефон не распознает SIM-карту после обновления,;quality_complaint
Наушники с шумоподавлением усиливают окружающие звуки,;quality_complaint
Тачпад ноутбука кликает сам по себе,;quality_complaint
Смарт-часы показывают пульс 40 у бегущего человека,;quality_complaint
Беспроводная зарядка греет телефон, но не заряжает,;quality_complaint
Микрофон в наушниках не улавливает голос,;quality_complaint
Экран телефона покрылся сеткой мертвых пикселей,;quality_complaint
Планшет не видит Wi-Fi на расстоянии 5 метров,;quality_complaint
Кнопки громкости на телефоне западают,;quality_complaint
TWS-наушники не синхронизируют звук между собой,;quality_complaint
Смартфон не заряжается от оригинального зарядного,;quality_complaint
Наушники сломались на сгибе оголовья,;quality_complaint
Фронтальная камера искажает лицо до неузнаваемости,;quality_complaint
Планшет выключается при 30% заряда,;quality_complaint
Телефон не видит сеть 4G в городе,;quality_complaint
Блютуз-колонка хрипит на средней громкости,;quality_complaint
Стекло защитного чехла для телефона треснуло само,;quality_complaint
Наушники с ANC создают давление в ушах,;quality_complaint
Сенсорный экран ноутбука не реагирует на перо,;quality_complaint
Смартфон разряжается за 2 часа в режиме ожидания,;quality_complaint
Беспроводные наушники не соединяются с Windows,;quality_complaint
Камера телефона бликует даже без солнца,;quality_complaint
Планшет не распознает стилус после месяца использования,;quality_complaint
Телефон сам звонит случайным контактам,;quality_complaint
Наушники с микрофоном передают все окружающие шумы,;quality_complaint
Экран ноутбука мерцает на низкой яркости,;quality_complaint
Смартфон не запоминает настройки Wi-Fi,;quality_complaint
TWS-кейс не заряжает правый наушник,;quality_complaint
Гарнитура для игр режет уши после часа ношения,;quality_complaint
Телефон перезагружается во время звонков,;quality_complaint
Планшет не видит флешки через OTG,;quality_complaint
Наушники с костной проводимостью дребезжат,;quality_complaint
Сканер отпечатков в телефоне не распознает палец,;quality_complaint
Умные часы считают шаги во время поездки в машине,;quality_complaint
Беспроводная мышь пропускает клики,;quality_complaint
Смартфон окрашивает все фото в желтый оттенок,;quality_complaint
Наушники выпадают из ушей при ходьбе,;quality_complaint
Планшет не воспроизводит видео в FullHD,;quality_complaint
Телефон не подключается к автомобильной Bluetooth-системе;quality_complaint
Смартфон перегревается даже при просмотре видео;quality_complaint
Наушники хрипят и трещат при любом уровне громкости;quality_complaint
Планшет тормозит при одновременном открытии двух вкладок;quality_complaint
Ноутбук выключается без предупреждения при 30% заряда;quality_complaint
Камера делает размытые фото даже при идеальном освещении;quality_complaint
Беспроводная зарядка греет телефон, но не заряжает;quality_complaint
Экран телефона желтеет по краям через месяц использования;quality_complaint
Корпус треснул от падения с высоты 30 см;quality_complaint
Микрофон улавливает все фоновые шумы, кроме голоса;quality_complaint
Гарнитура разряжается за 40 минут разговора;quality_complaint
Телефон теряет 1% заряда каждые 3 минуты в режиме ожидания;quality_complaint
Наушники выпадают из ушей при малейшем движении;quality_complaint
Планшет не реагирует на касания, если руки немного влажные;quality_complaint
Ноутбук шумит как пылесос при простом серфинге в интернете;quality_complaint
Фото получаются с неестественными цветами и цифровым шумом;quality_complaint
Зарядное устройство нагревается до опасных температур;quality_complaint
Экран ноутбука мерцает и вызывает резь в глазах;quality_complaint
Пластик корпуса покрылся царапинами после недели использования;quality_complaint
Встроенные динамики звучат тихо и без низких частот;quality_complaint
Умные часы показывают пульс 120 в состоянии покоя;quality_complaint
Телефон самопроизвольно перезагружается по несколько раз в день;quality_complaint
Беспроводные наушники теряют связь, если телефон в кармане;quality_complaint
Планшет не держит заряд - с 100% до нуля за 2 часа;quality_complaint
Клавиатура ноутбука залипает и пропускает буквы при печати;quality_complaint
Фронтальная камера искажает лицо до неузнаваемости;quality_complaint
Аккумулятор вздулся через полгода обычного использования;quality_complaint
Экран плохо читается на солнце даже на максимальной яркости;quality_complaint
Корпус скрипит и прогибается при наборе текста;quality_complaint
Голос собеседника в наушниках звучит как из бочки;quality_complaint
Фильтры камеры не работают - просто накладывают цветное пятно;quality_complaint
Телефон не заряжается от родного зарядного устройства;quality_complaint
Наушники с шумоподавлением усиливают окружающие звуки;quality_complaint
Планшет перегревается при просмотре YouTube;quality_complaint
Тачпад ноутбука регистрирует случайные касания;quality_complaint
Основная камера не фокусируется на близких объектах;quality_complaint
Беспроводная мышь задерживает курсор на полсекунды;quality_complaint
Подсветка клавиатуры неравномерная - некоторые клавиши темнее;quality_complaint
Гарнитура не подключается автоматически к paired устройству;quality_complaint
Фото с HDR выглядят как кислотные кошмары;quality_complaint
Телефон не видит сеть 4G в центре города;quality_complaint
Наушники сломались на сгибе после месяца аккуратного использования;quality_complaint
Планшет не воспроизводит видео в FullHD без лагов;quality_complaint
Ноутбук не распознает флешки объемом больше 32GB;quality_complaint
Камера не может сфокусироваться на тексте при сканировании;quality_complaint
Беспроводная клавиатура пропускает каждое пятое нажатие;quality_complaint
Экран оставляет следы от пальцев, которые невозможно убрать;quality_complaint
Корпус наушников липкий и собирает всю пыль;quality_complaint
Голосовой ассистент не понимает 50% команд;quality_complaint
Фото со вспышкой получаются пересвеченными и без деталей;quality_complaint
Телефон разблокируется случайными предметами вместо отпечатка;quality_complaint
Смартфон перегревается даже при простом серфинге в интернете;quality_complaint
Наушники хрипят и трещат при малейшем повышении громкости;quality_complaint
Планшет тормозит при одновременном открытии двух приложений;quality_complaint
Ноутбук выключается без предупреждения при 40% заряда;quality_complaint
Камера делает размытые фото даже в идеальных условиях;quality_complaint
Беспроводная зарядка греет телефон, но не увеличивает заряд;quality_complaint
Экран телефона желтеет по углам через две недели использования;quality_complaint
Корпус треснул от легкого падения на ковер;quality_complaint
Микрофон улавливает все кроме голоса собеседника;quality_complaint
Гарнитура разряжается за 30 минут разговора;quality_complaint
Телефон теряет 5% заряда в час в спящем режиме;quality_complaint
Наушники выпадают при малейшем повороте головы;quality_complaint
Планшет не реагирует на касания в 20% случаев;quality_complaint
Ноутбук перегревается при просмотре YouTube;quality_complaint
Фото получаются с неестественными цветами и артефактами;quality_complaint
Зарядное устройство искрит при подключении;quality_complaint
Экран ноутбука мерцает на низкой яркости;quality_complaint
Пластик корпуса покрылся царапинами за 3 дня;quality_complaint
Встроенные динамики звучат как дешевый транзистор;quality_complaint
Умные часы показывают пульс 80 во время бега;quality_complaint
Телефон самопроизвольно звонит случайным контактам;quality_complaint
Беспроводные наушники отключаются при переходе в другую комнату;quality_complaint
Планшет разряжается с 100% до нуля за 90 минут;quality_complaint
Клавиатура ноутбука залипает и пропускает буквы;quality_complaint
Фронтальная камера делает лицо неестественно вытянутым;quality_complaint
Аккумулятор вздулся через 4 месяца использования;quality_complaint
Экран бликует на солнце до полной нечитаемости;quality_complaint
Корпус скрипит при каждом прикосновении;quality_complaint
Голос в наушниках звучит как из железной бочки;quality_complaint
Фильтры камеры портят фото вместо улучшения;quality_complaint
Телефон не заряжается от любого зарядного устройства;quality_complaint
Наушники с шумоподавлением усиливают фоновые звуки;quality_complaint
Планшет перегревается при зарядке и отключается;quality_complaint
Тачпад реагирует на случайные прикосновения;quality_complaint
Основная камера не фокусируется ближе 1 метра;quality_complaint
Беспроводная мышь тормозит и дергается;quality_complaint
Подсветка клавиатуры мерцает и раздражает глаза;quality_complaint
Гарнитура требует повторного подключения каждый раз;quality_complaint
HDR-фото выглядят как кислотные кошмары;quality_complaint
Телефон не ловит 4G в центре мегаполиса;quality_complaint
Наушники сломались на сгибе после недели использования;quality_complaint
Планшет не воспроизводит видео без лагов;quality_complaint
Ноутбук не видит внешние жесткие диски;quality_complaint
Камера не может сфокусироваться на тексте;quality_complaint
Беспроводная клавиатура не реагирует на каждое 3 нажатие;quality_complaint
Экран покрывается отпечатками, которые не стираются;quality_complaint
Корпус наушников липкий и собирает всю грязь;quality_complaint
Голосовой помощник не понимает простых команд;quality_complaint
Фото со вспышкой - одно белое пятно без деталей;quality_complaint
Телефон разблокируется любым пальцем, а не только записанным;quality_complaint
Смартфон зависает при запуске камеры;quality_complaint
Наушники фонит при любом движении кабеля;quality_complaint
Планшет не заряжается при включенном экране;quality_complaint
Ноутбук не выходит из спящего режима;quality_complaint
Камера добавляет цифровой шум даже при дневном свете;quality_complaint
Беспроводная зарядка работает только в одном положении;quality_complaint
Экран телефона выцветает на солнце за месяц;quality_complaint
Корпус ноутбука прогибается при наборе текста;quality_complaint
Встроенный микрофон передает все звуки кроме голоса;quality_complaint
Гарнитура держит заряд в 3 раза меньше заявленного;quality_complaint
Телефон сам включает приложения ночью;quality_complaint
Наушники болтаются в ушах и не фиксируются;quality_complaint
Планшет не поворачивает экран в 50% случаев;quality_complaint
Ноутбук не видит Wi-Fi на расстоянии 5 метров;quality_complaint
Камера передерживает светлые участки кадра;quality_complaint
Адаптер заряжает в 2 раза дольше заявленного;quality_complaint
Экран ноутбука показывает битые пиксели через неделю;quality_complaint
Пластик корпуса трескается без механического воздействия;quality_complaint
Динамики хрипят на средней громкости;quality_complaint
Умные часы считают шаги во время езды на машине;quality_complaint
Телефон не запоминает настройки сети;quality_complaint
Беспроводные наушники теряют синхронизацию;quality_complaint
Планшет не реагирует на стилус в углах экрана;quality_complaint
Клавиатура печатает несколько символов при одном нажатии;quality_complaint
Фронтальная камера делает кожу зеленоватой;quality_complaint
Батарея садится на 20% быстрее после обновления;quality_complaint
Экран слепит глаза в темноте даже на минимуме;quality_complaint
Корпус греется так, что невозможно держать в руках;quality_complaint
Звук в наушниках пропадает на 1-2 секунды каждые 5 минут;quality_complaint
Ночной режим камеры делает фото полностью черными;quality_complaint
Телефон не видит SIM-карту после перезагрузки;quality_complaint
Наушники с костной проводимостью дребезжат при голосе;quality_complaint
Планшет не подключается к компьютеру через USB;quality_complaint
Ноутбук выключается при отключении от сети;quality_complaint
Камера не фокусируется в режиме макросъемки;quality_complaint
Беспроводная клавиатура не работает после сна;quality_complaint
Экран оставляет следы от пальцев за секунду;quality_complaint
Корпус красится и пачкает руки;quality_complaint
Голосовой ассистент активируется сам по себе;quality_complaint
Фото в портретном режиме размывают все подряд;quality_complaint
Телефон не подключается к Bluetooth в машине;quality_complaint
Наушники с ANC создают неприятное давление в ушах;quality_complaint
Планшет не воспроизводит видео в 4K;quality_complaint
